county,year,sex,age_band,population
Kisii,2023,f,35,35817.0
Kisii,2023,f,40,30071.0
Kisii,2023,f,45,29901.0
Kisii,2023,f,50,18468.0
Kisii,2023,f,55,22821.0
Kisii,2023,f,60,17320.0
Kisii,2023,f,65,10886.0
Kisii,2023,f,70,6276.0
Kisii,2023,f,75,3764.0
Kisii,2023,f,80,2555.0
Kisii,2023,f,85,1571.0
Kisii,2023,f,90,1021.0
Kisii,2023,m,00,15592.0
Kisii,2023,m,01,60006.0
Kisii,2023,m,05,85058.0
Kisii,2023,m,10,95995.0
Kisii,2023,m,15,79726.0
Kisii,2023,m,20,51242.0
Kisii,2023,m,25,41742.0
Kisii,2023,m,30,40979.0
Kisii,2023,m,35,35225.0
Kisii,2023,m,40,29488.0
Kisii,2023,m,45,23554.0
Kisii,2023,m,50,18089.0
Kisii,2023,m,55,19895.0
Kisii,2023,m,60,14273.0
Kisii,2023,m,65,8491.0
Kisii,2023,m,70,5072.0
Kisii,2023,m,75,2951.0
Kisii,2023,m,80,1443.0
Kisii,2023,m,85,748.0
Kisii,2023,m,90,467.0
Kisumu,2023,f,00,16636.0
Kisumu,2023,f,01,64080.0
Kisumu,2023,f,05,79804.0
Kisumu,2023,f,10,89269.0
Kisumu,2023,f,15,82136.0
Kisumu,2023,f,20,69850.0
Kisumu,2023,f,25,57809.0
Kisumu,2023,f,30,50336.0
Kisumu,2023,f,35,37207.0
Kisumu,2023,f,40,28733.0
Kisumu,2023,f,45,20603.0
Kisumu,2023,f,50,19600.0
Kisumu,2023,f,55,17216.0
Kisumu,2023,f,60,13841.0
Kisumu,2023,f,65,9491.0
Kisumu,2023,f,70,5701.0
Kisumu,2023,f,75,3759.0
Kisumu,2023,f,80,2255.0
Kisumu,2023,f,85,1105.0
Kisumu,2023,f,90,618.0
Kisumu,2023,m,00,16594.0
Kisumu,2023,m,01,63865.0
Kisumu,2023,m,05,79793.0
Kisumu,2023,m,10,87204.0
Kisumu,2023,m,15,76689.0
Kisumu,2023,m,20,61784.0
Kisumu,2023,m,25,51064.0
Kisumu,2023,m,30,47850.0
Kisumu,2023,m,35,42288.0
Kisumu,2023,m,40,32152.0
Kisumu,2023,m,45,21780.0
Kisumu,2023,m,50,16921.0
Kisumu,2023,m,55,13691.0
Kisumu,2023,m,60,10509.0
Kisumu,2023,m,65,7122.0
Kisumu,2023,m,70,4498.0
Kisumu,2023,m,75,2501.0
Kisumu,2023,m,80,1120.0
Kisumu,2023,m,85,541.0
Kisumu,2023,m,90,319.0
Kitui,2023,f,00,13752.0
Kitui,2023,f,01,52969.0
Kitui,2023,f,05,72068.0
Kitui,2023,f,10,86808.0
Kitui,2023,f,15,81898.0
Kitui,2023,f,20,48625.0
Kitui,2023,f,25,37419.0
Kitui,2023,f,30,37951.0
Kitui,2023,f,35,36421.0
Kitui,2023,f,40,31384.0
Kitui,2023,f,45,29785.0
Kitui,2023,f,50,23130.0
Kitui,2023,f,55,18134.0
Kitui,2023,f,60,14426.0
Kitui,2023,f,65,11730.0
Kitui,2023,f,70,8778.0
Kitui,2023,f,75,5212.0
Kitui,2023,f,80,3641.0
Kitui,2023,f,85,2595.0
Kitui,2023,f,90,1944.0
Kitui,2023,m,00,14048.0
Kitui,2023,m,01,54065.0
Kitui,2023,m,05,73754.0
Kitui,2023,m,10,87841.0
Kitui,2023,m,15,83335.0
Kitui,2023,m,20,48975.0
Kitui,2023,m,25,33621.0
Kitui,2023,m,30,32268.0
Kitui,2023,m,35,30582.0
Kitui,2023,m,40,26703.0
Kitui,2023,m,45,24290.0
Kitui,2023,m,50,19328.0
Kitui,2023,m,55,15555.0
Kitui,2023,m,60,11954.0
Kitui,2023,m,65,8969.0
Kitui,2023,m,70,5755.0
Kitui,2023,m,75,3929.0
Kitui,2023,m,80,2226.0
Kitui,2023,m,85,1222.0
Kitui,2023,m,90,781.0
Kwale,2023,f,00,15809.0
Kwale,2023,f,01,60894.0
Kwale,2023,f,05,72849.0
Kwale,2023,f,10,69769.0
Kwale,2023,f,15,59252.0
Kwale,2023,f,20,45989.0
Kwale,2023,f,25,39535.0
Kwale,2023,f,30,33682.0
Kwale,2023,f,35,27119.0
Kwale,2023,f,40,24565.0
Kwale,2023,f,45,17739.0
Kwale,2023,f,50,12312.0
Kwale,2023,f,55,10443.0
Kwale,2023,f,60,11040.0
Kwale,2023,f,65,6979.0
Kwale,2023,f,70,4361.0
Kwale,2023,f,75,2277.0
Kwale,2023,f,80,1351.0
Kwale,2023,f,85,840.0
Kwale,2023,f,90,550.0
Kwale,2023,m,00,16099.0
Kwale,2023,m,01,61957.0
Kwale,2023,m,05,74777.0
Kwale,2023,m,10,70185.0
Kwale,2023,m,15,59311.0
Kwale,2023,m,20,41251.0
Kwale,2023,m,25,33802.0
Kwale,2023,m,30,29250.0
Kwale,2023,m,35,25326.0
Kwale,2023,m,40,22566.0
Kwale,2023,m,45,18384.0
Kwale,2023,m,50,14457.0
Kwale,2023,m,55,10831.0
Kwale,2023,m,60,8641.0
Kwale,2023,m,65,6125.0
Kwale,2023,m,70,3468.0
Kwale,2023,m,75,2162.0
Kwale,2023,m,80,976.0
Kwale,2023,m,85,404.0
Kwale,2023,m,90,198.0
Laikipia,2023,f,00,7691.0
Laikipia,2023,f,01,29624.0
Laikipia,2023,f,05,34675.0
Laikipia,2023,f,10,34903.0
Laikipia,2023,f,15,32466.0
Laikipia,2023,f,20,25356.0
Laikipia,2023,f,25,20944.0
Laikipia,2023,f,30,20299.0
Laikipia,2023,f,35,18839.0
Laikipia,2023,f,40,15717.0
Laikipia,2023,f,45,13500.0
Laikipia,2023,f,50,12279.0
Laikipia,2023,f,55,9378.0
Laikipia,2023,f,60,6296.0
Laikipia,2023,f,65,4568.0
Laikipia,2023,f,70,3067.0
Laikipia,2023,f,75,2181.0
Laikipia,2023,f,80,1280.0
Laikipia,2023,f,85,595.0
Laikipia,2023,f,90,344.0
Laikipia,2023,m,00,7932.0
Laikipia,2023,m,01,30528.0
Laikipia,2023,m,05,35515.0
Laikipia,2023,m,10,36145.0
Laikipia,2023,m,15,33943.0
Laikipia,2023,m,20,25504.0
Laikipia,2023,m,25,20776.0
Laikipia,2023,m,30,20288.0
Laikipia,2023,m,35,19568.0
Laikipia,2023,m,40,16286.0
Laikipia,2023,m,45,13533.0
Laikipia,2023,m,50,11850.0
Laikipia,2023,m,55,9039.0
Laikipia,2023,m,60,5676.0
Laikipia,2023,m,65,3880.0
Laikipia,2023,m,70,2778.0
Laikipia,2023,m,75,1738.0
Laikipia,2023,m,80,778.0
Laikipia,2023,m,85,347.0
Laikipia,2023,m,90,187.0
Lamu,2023,f,00,2305.0
Lamu,2023,f,01,8879.0
Lamu,2023,f,05,10690.0
Lamu,2023,f,10,10426.0
Lamu,2023,f,15,9212.0
Lamu,2023,f,20,7316.0
Lamu,2023,f,25,6013.0
Lamu,2023,f,30,5503.0
Lamu,2023,f,35,4816.0
Lamu,2023,f,40,4108.0
Lamu,2023,f,45,3415.0
Lamu,2023,f,50,2700.0
Lamu,2023,f,55,2296.0
Lamu,2023,f,60,1729.0
Lamu,2023,f,65,1136.0
Lamu,2023,f,70,691.0
Lamu,2023,f,75,368.0
Lamu,2023,f,80,205.0
Lamu,2023,f,85,118.0
Lamu,2023,f,90,96.0
Lamu,2023,m,00,2436.0
Lamu,2023,m,01,9377.0
Lamu,2023,m,05,11040.0
Lamu,2023,m,10,10853.0
Lamu,2023,m,15,9832.0
Lamu,2023,m,20,9181.0
Lamu,2023,m,25,7985.0
Lamu,2023,m,30,6848.0
Lamu,2023,m,35,5756.0
Lamu,2023,m,40,4945.0
Lamu,2023,m,45,4153.0
Lamu,2023,m,50,3259.0
Lamu,2023,m,55,2519.0
Lamu,2023,m,60,1785.0
Lamu,2023,m,65,1168.0
Lamu,2023,m,70,738.0
Lamu,2023,m,75,417.0
Lamu,2023,m,80,171.0
Lamu,2023,m,85,73.0
Lamu,2023,m,90,40.0
Machakos,2023,f,00,18089.0
Machakos,2023,f,01,69675.0
Machakos,2023,f,05,82572.0
Machakos,2023,f,10,89817.0
Machakos,2023,f,15,87411.0
Machakos,2023,f,20,82011.0
Machakos,2023,f,25,72017.0
Machakos,2023,f,30,65913.0
Machakos,2023,f,35,63234.0
Machakos,2023,f,40,50123.0
Machakos,2023,f,45,38921.0
Machakos,2023,f,50,31808.0
Machakos,2023,f,55,25718.0
Machakos,2023,f,60,20230.0
Machakos,2023,f,65,14520.0
Machakos,2023,f,70,8380.0
Machakos,2023,f,75,5923.0
Machakos,2023,f,80,4526.0
Machakos,2023,f,85,2730.0
Machakos,2023,f,90,1596.0
Machakos,2023,m,00,18535.0
Machakos,2023,m,01,71333.0
Machakos,2023,m,05,85099.0
Machakos,2023,m,10,90391.0
Machakos,2023,m,15,87255.0
Machakos,2023,m,20,84242.0
Machakos,2023,m,25,74247.0
Machakos,2023,m,30,70077.0
Machakos,2023,m,35,66097.0
Machakos,2023,m,40,52701.0
Machakos,2023,m,45,42552.0
Machakos,2023,m,50,32321.0
Machakos,2023,m,55,25508.0
Machakos,2023,m,60,19412.0
Machakos,2023,m,65,11771.0
Machakos,2023,m,70,6655.0
Machakos,2023,m,75,3713.0
Machakos,2023,m,80,2060.0
Machakos,2023,m,85,1273.0
Machakos,2023,m,90,809.0
Makueni,2023,f,00,10492.0
Makueni,2023,f,01,40413.0
Makueni,2023,f,05,55294.0
Makueni,2023,f,10,68176.0
Makueni,2023,f,15,65668.0
Makueni,2023,f,20,40968.0
Makueni,2023,f,25,34172.0
Makueni,2023,f,30,34276.0
Makueni,2023,f,35,33840.0
Makueni,2023,f,40,28698.0
Makueni,2023,f,45,28105.0
Makueni,2023,f,50,21007.0
Makueni,2023,f,55,17655.0
Makueni,2023,f,60,15176.0
Makueni,2023,f,65,11974.0
Makueni,2023,f,70,7212.0
Makueni,2023,f,75,4906.0
Makueni,2023,f,80,3759.0
Makueni,2023,f,85,2344.0
Makueni,2023,f,90,1357.0
Makueni,2023,m,00,10794.0
Makueni,2023,m,01,41543.0
Makueni,2023,m,05,57162.0
Makueni,2023,m,10,68936.0
Makueni,2023,m,15,68822.0
Makueni,2023,m,20,46940.0
Makueni,2023,m,25,35418.0
Makueni,2023,m,30,33990.0
Makueni,2023,m,35,33017.0
Makueni,2023,m,40,27876.0
Makueni,2023,m,45,25159.0
Makueni,2023,m,50,19752.0
Makueni,2023,m,55,15731.0
Makueni,2023,m,60,12938.0
Makueni,2023,m,65,9108.0
Makueni,2023,m,70,5515.0
Makueni,2023,m,75,3249.0
Makueni,2023,m,80,1816.0
Makueni,2023,m,85,1099.0
Makueni,2023,m,90,722.0
Mandera,2023,f,00,20210.0
Mandera,2023,f,01,77831.0
Mandera,2023,f,05,92822.0
Mandera,2023,f,10,76275.0
Mandera,2023,f,15,58948.0
Mandera,2023,f,20,41436.0
Mandera,2023,f,25,31356.0
Mandera,2023,f,30,23873.0
Mandera,2023,f,35,19219.0
Mandera,2023,f,40,15010.0
Mandera,2023,f,45,8090.0
Mandera,2023,f,50,7048.0
Mandera,2023,f,55,3948.0
Mandera,2023,f,60,3599.0
Mandera,2023,f,65,1581.0
Mandera,2023,f,70,1432.0
Mandera,2023,f,75,554.0
Mandera,2023,f,80,318.0
Mandera,2023,f,85,361.0
Mandera,2023,f,90,454.0
Mandera,2023,m,00,17518.0
Mandera,2023,m,01,67402.0
Mandera,2023,m,05,84357.0
Mandera,2023,m,10,83453.0
Mandera,2023,m,15,67969.0
Mandera,2023,m,20,43232.0
Mandera,2023,m,25,30364.0
Mandera,2023,m,30,24947.0
Mandera,2023,m,35,17354.0
Mandera,2023,m,40,17185.0
Mandera,2023,m,45,9883.0
Mandera,2023,m,50,9395.0
Mandera,2023,m,55,5141.0
Mandera,2023,m,60,5060.0
Mandera,2023,m,65,2183.0
Mandera,2023,m,70,1749.0
Mandera,2023,m,75,938.0
Mandera,2023,m,80,468.0
Mandera,2023,m,85,348.0
Mandera,2023,m,90,292.0
Marsabit,2023,f,00,8676.0
Marsabit,2023,f,01,33420.0
Marsabit,2023,f,05,43615.0
Marsabit,2023,f,10,39849.0
Marsabit,2023,f,15,32701.0
Marsabit,2023,f,20,25227.0
Marsabit,2023,f,25,19647.0
Marsabit,2023,f,30,15277.0
Marsabit,2023,f,35,11238.0
Marsabit,2023,f,40,9095.0
Marsabit,2023,f,45,7210.0
Marsabit,2023,f,50,6768.0
Marsabit,2023,f,55,4538.0
Marsabit,2023,f,60,3859.0
Marsabit,2023,f,65,2192.0
Marsabit,2023,f,70,1921.0
Marsabit,2023,f,75,830.0
Marsabit,2023,f,80,495.0
Marsabit,2023,f,85,482.0
Marsabit,2023,f,90,518.0
Marsabit,2023,m,00,9036.0
Marsabit,2023,m,01,34777.0
Marsabit,2023,m,05,45240.0
Marsabit,2023,m,10,44628.0
Marsabit,2023,m,15,41288.0
Marsabit,2023,m,20,30654.0
Marsabit,2023,m,25,23814.0
Marsabit,2023,m,30,18655.0
Marsabit,2023,m,35,13355.0
Marsabit,2023,m,40,11591.0
Marsabit,2023,m,45,8006.0
Marsabit,2023,m,50,7593.0
Marsabit,2023,m,55,4879.0
Marsabit,2023,m,60,4278.0
Marsabit,2023,m,65,2252.0
Marsabit,2023,m,70,2112.0
Marsabit,2023,m,75,991.0
Marsabit,2023,m,80,482.0
Marsabit,2023,m,85,412.0
Marsabit,2023,m,90,369.0
Meru,2023,f,00,18735.0
Meru,2023,f,01,72163.0
Meru,2023,f,05,88175.0
Meru,2023,f,10,98477.0
Meru,2023,f,15,93615.0
Meru,2023,f,20,71588.0
Meru,2023,f,25,58793.0
Meru,2023,f,30,60029.0
Meru,2023,f,35,60758.0
Meru,2023,f,40,46860.0
Meru,2023,f,45,40805.0
Meru,2023,f,50,29798.0
Meru,2023,f,55,26806.0
Meru,2023,f,60,19861.0
Meru,2023,f,65,14596.0
Meru,2023,f,70,10223.0
Meru,2023,f,75,5835.0
Meru,2023,f,80,4206.0
Meru,2023,f,85,2941.0
Meru,2023,f,90,1814.0
Meru,2023,m,00,18963.0
Meru,2023,m,01,72980.0
Meru,2023,m,05,89347.0
Meru,2023,m,10,97893.0
Meru,2023,m,15,88994.0
Meru,2023,m,20,73892.0
Meru,2023,m,25,61060.0
Meru,2023,m,30,61178.0
Meru,2023,m,35,62588.0
Meru,2023,m,40,50468.0
Meru,2023,m,45,40069.0
Meru,2023,m,50,30417.0
Meru,2023,m,55,25346.0
Meru,2023,m,60,17869.0
Meru,2023,m,65,12424.0
Meru,2023,m,70,8022.0
Meru,2023,m,75,4660.0
Meru,2023,m,80,2341.0
Meru,2023,m,85,1238.0
Meru,2023,m,90,724.0
Migori,2023,f,00,19499.0
Migori,2023,f,01,75100.0
Migori,2023,f,05,94917.0
Migori,2023,f,10,99245.0
Migori,2023,f,15,82579.0
Migori,2023,f,20,64122.0
Migori,2023,f,25,49537.0
Migori,2023,f,30,42922.0
Migori,2023,f,35,29802.0
Migori,2023,f,40,25233.0
Migori,2023,f,45,21136.0
Migori,2023,f,50,16679.0
Migori,2023,f,55,14471.0
Migori,2023,f,60,11227.0
Migori,2023,f,65,7732.0
Migori,2023,f,70,4681.0
Migori,2023,f,75,3185.0
Migori,2023,f,80,1962.0
Migori,2023,f,85,997.0
Migori,2023,f,90,611.0
Migori,2023,m,00,19360.0
Migori,2023,m,01,74501.0
Migori,2023,m,05,94276.0
Migori,2023,m,10,97219.0
Migori,2023,m,15,78685.0
Migori,2023,m,20,55476.0
Migori,2023,m,25,42091.0
Migori,2023,m,30,37540.0
Migori,2023,m,35,31444.0
Migori,2023,m,40,24588.0
Migori,2023,m,45,18325.0
Migori,2023,m,50,13594.0
Migori,2023,m,55,10915.0
Migori,2023,m,60,8302.0
Migori,2023,m,65,5338.0
Migori,2023,m,70,3358.0
Migori,2023,m,75,2067.0
Migori,2023,m,80,1008.0
Migori,2023,m,85,510.0
Migori,2023,m,90,317.0
Mombasa,2023,f,00,17509.0
Mombasa,2023,f,01,67441.0
Mombasa,2023,f,05,71753.0
Mombasa,2023,f,10,63897.0
Mombasa,2023,f,15,64862.0
Mombasa,2023,f,20,87285.0
Mombasa,2023,f,25,82300.0
Mombasa,2023,f,30,65698.0
Mombasa,2023,f,35,54218.0
Mombasa,2023,f,40,38999.0
Mombasa,2023,f,45,27085.0
Mombasa,2023,f,50,18579.0
Mombasa,2023,f,55,12589.0
Mombasa,2023,f,60,8374.0
Mombasa,2023,f,65,4939.0
Mombasa,2023,f,70,2658.0
Mombasa,2023,f,75,1460.0
Mombasa,2023,f,80,800.0
Mombasa,2023,f,85,412.0
Mombasa,2023,f,90,278.0
Mombasa,2023,m,00,17967.0
Mombasa,2023,m,01,69148.0
Mombasa,2023,m,05,70888.0
Mombasa,2023,m,10,61801.0
Mombasa,2023,m,15,55931.0
Mombasa,2023,m,20,78475.0
Mombasa,2023,m,25,82123.0
Mombasa,2023,m,30,71261.0
Mombasa,2023,m,35,60493.0
Mombasa,2023,m,40,48638.0
Mombasa,2023,m,45,37302.0
Mombasa,2023,m,50,26171.0
Mombasa,2023,m,55,16995.0
Mombasa,2023,m,60,9633.0
Mombasa,2023,m,65,5084.0
Mombasa,2023,m,70,2497.0
Mombasa,2023,m,75,1306.0
Mombasa,2023,m,80,469.0
Mombasa,2023,m,85,169.0
Mombasa,2023,m,90,86.0
Murang'a,2023,f,00,11805.0
Murang'a,2023,f,01,45470.0
Murang'a,2023,f,05,55965.0
Murang'a,2023,f,10,57434.0
Murang'a,2023,f,15,54926.0
Murang'a,2023,f,20,38779.0
Murang'a,2023,f,25,33415.0
Murang'a,2023,f,30,35308.0
Murang'a,2023,f,35,40206.0
Murang'a,2023,f,40,34546.0
Murang'a,2023,f,45,32141.0
Murang'a,2023,f,50,29362.0
Murang'a,2023,f,55,24582.0
Murang'a,2023,f,60,16605.0
Murang'a,2023,f,65,13686.0
Murang'a,2023,f,70,9714.0
Murang'a,2023,f,75,7704.0
Murang'a,2023,f,80,5442.0
Murang'a,2023,f,85,2723.0
Murang'a,2023,f,90,1269.0
Murang'a,2023,m,00,12068.0
Murang'a,2023,m,01,46444.0
Murang'a,2023,m,05,56935.0
Murang'a,2023,m,10,58875.0
Murang'a,2023,m,15,58519.0
Murang'a,2023,m,20,42518.0
Murang'a,2023,m,25,33639.0
Murang'a,2023,m,30,36944.0
Murang'a,2023,m,35,39714.0
Murang'a,2023,m,40,35038.0
Murang'a,2023,m,45,31249.0
Murang'a,2023,m,50,26640.0
Murang'a,2023,m,55,22288.0
Murang'a,2023,m,60,14900.0
Murang'a,2023,m,65,11537.0
Murang'a,2023,m,70,8292.0
Murang'a,2023,m,75,4968.0
Murang'a,2023,m,80,2344.0
Murang'a,2023,m,85,1117.0
Murang'a,2023,m,90,575.0
Nairobi,2023,f,00,67297.0
Nairobi,2023,f,01,259218.0
Nairobi,2023,f,05,257596.0
Nairobi,2023,f,10,228987.0
Nairobi,2023,f,15,252256.0
Nairobi,2023,f,20,384363.0
Nairobi,2023,f,25,363369.0
Nairobi,2023,f,30,283779.0
Nairobi,2023,f,35,227902.0
Nairobi,2023,f,40,150387.0
Nairobi,2023,f,45,100552.0
Nairobi,2023,f,50,70455.0
Nairobi,2023,f,55,42275.0
Nairobi,2023,f,60,23403.0
Nairobi,2023,f,65,13046.0
Nairobi,2023,f,70,6863.0
Nairobi,2023,f,75,3964.0
Nairobi,2023,f,80,2260.0
Nairobi,2023,f,85,1139.0
Nairobi,2023,f,90,703.0
Nairobi,2023,m,00,68621.0
Nairobi,2023,m,01,264096.0
Nairobi,2023,m,05,255269.0
Nairobi,2023,m,10,216210.0
Nairobi,2023,m,15,201288.0
Nairobi,2023,m,20,324639.0
Nairobi,2023,m,25,353192.0
Nairobi,2023,m,30,309329.0
Nairobi,2023,m,35,250334.0
Nairobi,2023,m,40,180636.0
Nairobi,2023,m,45,130935.0
Nairobi,2023,m,50,93130.0
Nairobi,2023,m,55,58305.0
Nairobi,2023,m,60,29339.0
Nairobi,2023,m,65,14656.0
Nairobi,2023,m,70,7237.0
Nairobi,2023,m,75,3444.0
Nairobi,2023,m,80,1273.0
Nairobi,2023,m,85,499.0
Nairobi,2023,m,90,257.0
Nakuru,2023,f,00,32910.0
Nakuru,2023,f,01,126763.0
Nakuru,2023,f,05,147832.0
Nakuru,2023,f,10,152632.0
Nakuru,2023,f,15,143936.0
Nakuru,2023,f,20,127474.0
Nakuru,2023,f,25,107818.0
Nakuru,2023,f,30,97735.0
Nakuru,2023,f,35,84613.0
Nakuru,2023,f,40,65160.0
Nakuru,2023,f,45,54647.0
Nakuru,2023,f,50,43565.0
Nakuru,2023,f,55,31908.0
Nakuru,2023,f,60,20244.0
Nakuru,2023,f,65,13816.0
Nakuru,2023,f,70,8718.0
Nakuru,2023,f,75,6375.0
Nakuru,2023,f,80,4032.0
Nakuru,2023,f,85,1932.0
Nakuru,2023,f,90,1038.0
Nakuru,2023,m,00,33788.0
Nakuru,2023,m,01,130035.0
Nakuru,2023,m,05,151447.0
Nakuru,2023,m,10,152996.0
Nakuru,2023,m,15,143158.0
Nakuru,2023,m,20,129607.0
Nakuru,2023,m,25,103200.0
Nakuru,2023,m,30,95691.0
Nakuru,2023,m,35,85807.0
Nakuru,2023,m,40,69293.0
Nakuru,2023,m,45,56524.0
Nakuru,2023,m,50,43306.0
Nakuru,2023,m,55,31583.0
Nakuru,2023,m,60,19310.0
Nakuru,2023,m,65,12901.0
Nakuru,2023,m,70,7995.0
Nakuru,2023,m,75,4686.0
Nakuru,2023,m,80,2160.0
Nakuru,2023,m,85,997.0
Nakuru,2023,m,90,533.0
Nandi,2023,f,00,11947.0
Nandi,2023,f,01,46017.0
Nandi,2023,f,05,59889.0
Nandi,2023,f,10,65108.0
Nandi,2023,f,15,61662.0
Nandi,2023,f,20,45354.0
Nandi,2023,f,25,36917.0
Nandi,2023,f,30,35165.0
Nandi,2023,f,35,26336.0
Nandi,2023,f,40,23213.0
Nandi,2023,f,45,20388.0
Nandi,2023,f,50,15885.0
Nandi,2023,f,55,13042.0
Nandi,2023,f,60,8954.0
Nandi,2023,f,65,6397.0
Nandi,2023,f,70,3743.0
Nandi,2023,f,75,2864.0
Nandi,2023,f,80,1919.0
Nandi,2023,f,85,930.0
Nandi,2023,f,90,502.0
Nandi,2023,m,00,12151.0
Nandi,2023,m,01,46765.0
Nandi,2023,m,05,60882.0
Nandi,2023,m,10,65607.0
Nandi,2023,m,15,61783.0
Nandi,2023,m,20,45938.0
Nandi,2023,m,25,34683.0
Nandi,2023,m,30,33589.0
Nandi,2023,m,35,29360.0
Nandi,2023,m,40,24519.0
Nandi,2023,m,45,20394.0
Nandi,2023,m,50,15040.0
Nandi,2023,m,55,12130.0
Nandi,2023,m,60,8587.0
Nandi,2023,m,65,5534.0
Nandi,2023,m,70,3380.0
Nandi,2023,m,75,2456.0
Nandi,2023,m,80,1232.0
Nandi,2023,m,85,534.0
Nandi,2023,m,90,266.0
Narok,2023,f,00,23663.0
Narok,2023,f,01,91144.0
Narok,2023,f,05,114701.0
Narok,2023,f,10,103898.0
Narok,2023,f,15,78598.0
Narok,2023,f,20,65698.0
Narok,2023,f,25,53151.0
Narok,2023,f,30,44181.0
Narok,2023,f,35,32147.0
Narok,2023,f,40,27373.0
Narok,2023,f,45,22840.0
Narok,2023,f,50,17011.0
Narok,2023,f,55,12976.0
Narok,2023,f,60,9390.0
Narok,2023,f,65,5398.0
Narok,2023,f,70,3750.0
Narok,2023,f,75,2265.0
Narok,2023,f,80,1437.0
Narok,2023,f,85,898.0
Narok,2023,f,90,598.0
Narok,2023,m,00,24064.0
Narok,2023,m,01,92612.0
Narok,2023,m,05,117284.0
Narok,2023,m,10,105687.0
Narok,2023,m,15,81830.0
Narok,2023,m,20,62197.0
Narok,2023,m,25,48875.0
Narok,2023,m,30,43746.0
Narok,2023,m,35,35522.0
Narok,2023,m,40,28352.0
Narok,2023,m,45,23565.0
Narok,2023,m,50,17194.0
Narok,2023,m,55,12033.0
Narok,2023,m,60,8496.0
Narok,2023,m,65,5302.0
Narok,2023,m,70,3383.0
Narok,2023,m,75,2127.0
Narok,2023,m,80,1013.0
Narok,2023,m,85,485.0
Narok,2023,m,90,277.0
Nyamira,2023,f,00,6760.0
Nyamira,2023,f,01,26038.0
Nyamira,2023,f,05,37509.0
Nyamira,2023,f,10,44357.0
Nyamira,2023,f,15,37051.0
Nyamira,2023,f,20,24705.0
Nyamira,2023,f,25,23729.0
Nyamira,2023,f,30,25098.0
Nyamira,2023,f,35,17512.0
Nyamira,2023,f,40,15721.0
Nyamira,2023,f,45,14280.0
Nyamira,2023,f,50,9464.0
Nyamira,2023,f,55,10952.0
Nyamira,2023,f,60,8236.0
Nyamira,2023,f,65,5164.0
Nyamira,2023,f,70,3243.0
Nyamira,2023,f,75,1904.0
Nyamira,2023,f,80,1248.0
Nyamira,2023,f,85,769.0
Nyamira,2023,f,90,494.0
Nyamira,2023,m,00,6796.0
Nyamira,2023,m,01,26156.0
Nyamira,2023,m,05,38014.0
Nyamira,2023,m,10,44668.0
Nyamira,2023,m,15,36274.0
Nyamira,2023,m,20,21592.0
Nyamira,2023,m,25,18007.0
Nyamira,2023,m,30,18610.0
Nyamira,2023,m,35,16938.0
Nyamira,2023,m,40,14751.0
Nyamira,2023,m,45,12034.0
Nyamira,2023,m,50,9470.0
Nyamira,2023,m,55,10360.0
Nyamira,2023,m,60,7523.0
Nyamira,2023,m,65,4301.0
Nyamira,2023,m,70,2750.0
Nyamira,2023,m,75,1598.0
Nyamira,2023,m,80,761.0
Nyamira,2023,m,85,394.0
Nyamira,2023,m,90,248.0
Nyandarua,2023,f,00,7378.0
Nyandarua,2023,f,01,28420.0
Nyandarua,2023,f,05,36003.0
Nyandarua,2023,f,10,39462.0
Nyandarua,2023,f,15,38883.0
Nyandarua,2023,f,20,25073.0
Nyandarua,2023,f,25,20263.0
Nyandarua,2023,f,30,21543.0
Nyandarua,2023,f,35,23531.0
Nyandarua,2023,f,40,19983.0
Nyandarua,2023,f,45,18747.0
Nyandarua,2023,f,50,17075.0
Nyandarua,2023,f,55,12608.0
Nyandarua,2023,f,60,7467.0
Nyandarua,2023,f,65,5374.0
Nyandarua,2023,f,70,3933.0
Nyandarua,2023,f,75,3423.0
Nyandarua,2023,f,80,1976.0
Nyandarua,2023,f,85,783.0
Nyandarua,2023,f,90,389.0
Nyandarua,2023,m,00,7582.0
Nyandarua,2023,m,01,29182.0
Nyandarua,2023,m,05,37039.0
Nyandarua,2023,m,10,41168.0
Nyandarua,2023,m,15,40913.0
Nyandarua,2023,m,20,26812.0
Nyandarua,2023,m,25,19742.0
Nyandarua,2023,m,30,20414.0
Nyandarua,2023,m,35,21378.0
Nyandarua,2023,m,40,18381.0
Nyandarua,2023,m,45,16703.0
Nyandarua,2023,m,50,15107.0
Nyandarua,2023,m,55,11667.0
Nyandarua,2023,m,60,6912.0
Nyandarua,2023,m,65,4552.0
Nyandarua,2023,m,70,3106.0
Nyandarua,2023,m,75,2064.0
Nyandarua,2023,m,80,1018.0
Nyandarua,2023,m,85,490.0
Nyandarua,2023,m,90,283.0
Nyeri,2023,f,00,7653.0
Nyeri,2023,f,01,29479.0
Nyeri,2023,f,05,36116.0
Nyeri,2023,f,10,36740.0
Nyeri,2023,f,15,37980.0
Nyeri,2023,f,20,30201.0
Nyeri,2023,f,25,25247.0
Nyeri,2023,f,30,27064.0
Nyeri,2023,f,35,30949.0
Nyeri,2023,f,40,26389.0
Nyeri,2023,f,45,24261.0
Nyeri,2023,f,50,24220.0
Nyeri,2023,f,55,18012.0
Nyeri,2023,f,60,11440.0
Nyeri,2023,f,65,8536.0
Nyeri,2023,f,70,6594.0
Nyeri,2023,f,75,5219.0
