county,year,sex,age_band,population
Kiambu,2022,m,01,138071.0
Kiambu,2022,m,05,141672.0
Kiambu,2022,m,10,128736.0
Kiambu,2022,m,15,122360.0
Kiambu,2022,m,20,158769.0
Kiambu,2022,m,25,153632.0
Kiambu,2022,m,30,138508.0
Kiambu,2022,m,35,119682.0
Kiambu,2022,m,40,91142.0
Kiambu,2022,m,45,72665.0
Kiambu,2022,m,50,57052.0
Kiambu,2022,m,55,38627.0
Kiambu,2022,m,60,21416.0
Kiambu,2022,m,65,13137.0
Kiambu,2022,m,70,8585.0
Kiambu,2022,m,75,4473.0
Kiambu,2022,m,80,2073.0
Kiambu,2022,m,85,1028.0
Kiambu,2022,m,90,598.0
Kilifi,2022,f,00,23570.0
Kilifi,2022,f,01,91317.0
Kilifi,2022,f,05,112228.0
Kilifi,2022,f,10,112753.0
Kilifi,2022,f,15,100738.0
Kilifi,2022,f,20,80286.0
Kilifi,2022,f,25,66671.0
Kilifi,2022,f,30,57199.0
Kilifi,2022,f,35,40410.0
Kilifi,2022,f,40,40194.0
Kilifi,2022,f,45,27757.0
Kilifi,2022,f,50,24167.0
Kilifi,2022,f,55,18843.0
Kilifi,2022,f,60,19508.0
Kilifi,2022,f,65,11112.0
Kilifi,2022,f,70,6902.0
Kilifi,2022,f,75,4548.0
Kilifi,2022,f,80,2701.0
Kilifi,2022,f,85,1391.0
Kilifi,2022,f,90,799.0
Kilifi,2022,m,00,23952.0
Kilifi,2022,m,01,92740.0
Kilifi,2022,m,05,113825.0
Kilifi,2022,m,10,111641.0
Kilifi,2022,m,15,99432.0
Kilifi,2022,m,20,75945.0
Kilifi,2022,m,25,59216.0
Kilifi,2022,m,30,47871.0
Kilifi,2022,m,35,38972.0
Kilifi,2022,m,40,34323.0
Kilifi,2022,m,45,28362.0
Kilifi,2022,m,50,22749.0
Kilifi,2022,m,55,16987.0
Kilifi,2022,m,60,12444.0
Kilifi,2022,m,65,8887.0
Kilifi,2022,m,70,5134.0
Kilifi,2022,m,75,3236.0
Kilifi,2022,m,80,1467.0
Kilifi,2022,m,85,579.0
Kilifi,2022,m,90,288.0
Kirinyaga,2022,f,00,8893.0
Kirinyaga,2022,f,01,34455.0
Kirinyaga,2022,f,05,40857.0
Kirinyaga,2022,f,10,43831.0
Kirinyaga,2022,f,15,44259.0
Kirinyaga,2022,f,20,34552.0
Kirinyaga,2022,f,25,30432.0
Kirinyaga,2022,f,30,35380.0
Kirinyaga,2022,f,35,40421.0
Kirinyaga,2022,f,40,33539.0
Kirinyaga,2022,f,45,28897.0
Kirinyaga,2022,f,50,26520.0
Kirinyaga,2022,f,55,20454.0
Kirinyaga,2022,f,60,12221.0
Kirinyaga,2022,f,65,9310.0
Kirinyaga,2022,f,70,6554.0
Kirinyaga,2022,f,75,4089.0
Kirinyaga,2022,f,80,3255.0
Kirinyaga,2022,f,85,2368.0
Kirinyaga,2022,f,90,1542.0
Kirinyaga,2022,m,00,8938.0
Kirinyaga,2022,m,01,34606.0
Kirinyaga,2022,m,05,41075.0
Kirinyaga,2022,m,10,43583.0
Kirinyaga,2022,m,15,44433.0
Kirinyaga,2022,m,20,36082.0
Kirinyaga,2022,m,25,30870.0
Kirinyaga,2022,m,30,36269.0
Kirinyaga,2022,m,35,40270.0
Kirinyaga,2022,m,40,33661.0
Kirinyaga,2022,m,45,28609.0
Kirinyaga,2022,m,50,25760.0
Kirinyaga,2022,m,55,19897.0
Kirinyaga,2022,m,60,11755.0
Kirinyaga,2022,m,65,7938.0
Kirinyaga,2022,m,70,5024.0
Kirinyaga,2022,m,75,2724.0
Kirinyaga,2022,m,80,1453.0
Kirinyaga,2022,m,85,816.0
Kirinyaga,2022,m,90,503.0
Kisii,2022,f,00,15294.0
Kisii,2022,f,01,59254.0
Kisii,2022,f,05,84883.0
Kisii,2022,f,10,96053.0
Kisii,2022,f,15,80394.0
Kisii,2022,f,20,57621.0
Kisii,2022,f,25,51500.0
Kisii,2022,f,30,51623.0
Kisii,2022,f,35,34483.0
Kisii,2022,f,40,28975.0
Kisii,2022,f,45,28951.0
Kisii,2022,f,50,17860.0
Kisii,2022,f,55,21948.0
Kisii,2022,f,60,16499.0
Kisii,2022,f,65,10263.0
Kisii,2022,f,70,6035.0
Kisii,2022,f,75,3686.0
Kisii,2022,f,80,2556.0
Kisii,2022,f,85,1580.0
Kisii,2022,f,90,1060.0
Kisii,2022,m,00,15407.0
Kisii,2022,m,01,59655.0
Kisii,2022,m,05,85180.0
Kisii,2022,m,10,95467.0
Kisii,2022,m,15,77365.0
Kisii,2022,m,20,49424.0
Kisii,2022,m,25,40827.0
Kisii,2022,m,30,40548.0
Kisii,2022,m,35,34158.0
Kisii,2022,m,40,28429.0
Kisii,2022,m,45,22785.0
Kisii,2022,m,50,17474.0
Kisii,2022,m,55,19096.0
Kisii,2022,m,60,13550.0
Kisii,2022,m,65,7997.0
Kisii,2022,m,70,4991.0
Kisii,2022,m,75,2754.0
Kisii,2022,m,80,1417.0
Kisii,2022,m,85,775.0
Kisii,2022,m,90,499.0
Kisumu,2022,f,00,16449.0
Kisumu,2022,f,01,63728.0
Kisumu,2022,f,05,79914.0
Kisumu,2022,f,10,88920.0
Kisumu,2022,f,15,80046.0
Kisumu,2022,f,20,67715.0
Kisumu,2022,f,25,56331.0
Kisumu,2022,f,30,49296.0
Kisumu,2022,f,35,35825.0
Kisumu,2022,f,40,27687.0
Kisumu,2022,f,45,19950.0
Kisumu,2022,f,50,18955.0
Kisumu,2022,f,55,16557.0
Kisumu,2022,f,60,13185.0
Kisumu,2022,f,65,8947.0
Kisumu,2022,f,70,5482.0
Kisumu,2022,f,75,3681.0
Kisumu,2022,f,80,2255.0
Kisumu,2022,f,85,1112.0
Kisumu,2022,f,90,642.0
Kisumu,2022,m,00,16399.0
Kisumu,2022,m,01,63495.0
Kisumu,2022,m,05,79912.0
Kisumu,2022,m,10,86728.0
Kisumu,2022,m,15,74421.0
Kisumu,2022,m,20,59594.0
Kisumu,2022,m,25,49948.0
Kisumu,2022,m,30,47350.0
Kisumu,2022,m,35,41010.0
Kisumu,2022,m,40,31000.0
Kisumu,2022,m,45,21070.0
Kisumu,2022,m,50,16347.0
Kisumu,2022,m,55,13141.0
Kisumu,2022,m,60,9977.0
Kisumu,2022,m,65,6707.0
Kisumu,2022,m,70,4426.0
Kisumu,2022,m,75,2334.0
Kisumu,2022,m,80,1100.0
Kisumu,2022,m,85,562.0
Kisumu,2022,m,90,341.0
Kitui,2022,f,00,13602.0
Kitui,2022,f,01,52697.0
Kitui,2022,f,05,72190.0
Kitui,2022,f,10,86496.0
Kitui,2022,f,15,79839.0
Kitui,2022,f,20,47157.0
Kitui,2022,f,25,36477.0
Kitui,2022,f,30,37181.0
Kitui,2022,f,35,35081.0
Kitui,2022,f,40,30255.0
Kitui,2022,f,45,28852.0
Kitui,2022,f,50,22380.0
Kitui,2022,f,55,17449.0
Kitui,2022,f,60,13748.0
Kitui,2022,f,65,11064.0
Kitui,2022,f,70,8445.0
Kitui,2022,f,75,5106.0
Kitui,2022,f,80,3644.0
Kitui,2022,f,85,2611.0
Kitui,2022,f,90,2020.0
Kitui,2022,m,00,13887.0
Kitui,2022,m,01,53770.0
Kitui,2022,m,05,73887.0
Kitui,2022,m,10,87391.0
Kitui,2022,m,15,80900.0
Kitui,2022,m,20,47260.0
Kitui,2022,m,25,32901.0
Kitui,2022,m,30,31946.0
Kitui,2022,m,35,29672.0
Kitui,2022,m,40,25758.0
Kitui,2022,m,45,23508.0
Kitui,2022,m,50,18680.0
Kitui,2022,m,55,14938.0
Kitui,2022,m,60,11354.0
Kitui,2022,m,65,8451.0
Kitui,2022,m,70,5665.0
Kitui,2022,m,75,3668.0
Kitui,2022,m,80,2187.0
Kitui,2022,m,85,1268.0
Kitui,2022,m,90,835.0
Kwale,2022,f,00,15610.0
Kwale,2022,f,01,60477.0
Kwale,2022,f,05,72851.0
Kwale,2022,f,10,69405.0
Kwale,2022,f,15,57671.0
Kwale,2022,f,20,44531.0
Kwale,2022,f,25,38479.0
Kwale,2022,f,30,32948.0
Kwale,2022,f,35,26081.0
Kwale,2022,f,40,23643.0
Kwale,2022,f,45,17157.0
Kwale,2022,f,50,11894.0
Kwale,2022,f,55,10032.0
Kwale,2022,f,60,10505.0
Kwale,2022,f,65,6571.0
Kwale,2022,f,70,4188.0
Kwale,2022,f,75,2226.0
Kwale,2022,f,80,1350.0
Kwale,2022,f,85,844.0
Kwale,2022,f,90,571.0
Kwale,2022,m,00,15887.0
Kwale,2022,m,01,61514.0
Kwale,2022,m,05,74788.0
Kwale,2022,m,10,69710.0
Kwale,2022,m,15,57484.0
Kwale,2022,m,20,39745.0
Kwale,2022,m,25,33028.0
Kwale,2022,m,30,28914.0
Kwale,2022,m,35,24535.0
Kwale,2022,m,40,21735.0
Kwale,2022,m,45,17767.0
Kwale,2022,m,50,13952.0
Kwale,2022,m,55,10386.0
Kwale,2022,m,60,8194.0
Kwale,2022,m,65,5762.0
Kwale,2022,m,70,3408.0
Kwale,2022,m,75,2015.0
Kwale,2022,m,80,957.0
Kwale,2022,m,85,418.0
Kwale,2022,m,90,211.0
Laikipia,2022,f,00,7608.0
Laikipia,2022,f,01,29476.0
Laikipia,2022,f,05,34741.0
Laikipia,2022,f,10,34788.0
Laikipia,2022,f,15,31661.0
Laikipia,2022,f,20,24596.0
Laikipia,2022,f,25,20423.0
Laikipia,2022,f,30,19895.0
Laikipia,2022,f,35,18156.0
Laikipia,2022,f,40,15159.0
Laikipia,2022,f,45,13085.0
Laikipia,2022,f,50,11888.0
Laikipia,2022,f,55,9028.0
Laikipia,2022,f,60,6003.0
Laikipia,2022,f,65,4310.0
Laikipia,2022,f,70,2952.0
Laikipia,2022,f,75,2137.0
Laikipia,2022,f,80,1282.0
Laikipia,2022,f,85,599.0
Laikipia,2022,f,90,357.0
Laikipia,2022,m,00,7843.0
Laikipia,2022,m,01,30366.0
Laikipia,2022,m,05,35587.0
Laikipia,2022,m,10,35969.0
Laikipia,2022,m,15,32961.0
Laikipia,2022,m,20,24616.0
Laikipia,2022,m,25,20336.0
Laikipia,2022,m,30,20092.0
Laikipia,2022,m,35,18994.0
Laikipia,2022,m,40,15717.0
Laikipia,2022,m,45,13105.0
Laikipia,2022,m,50,11459.0
Laikipia,2022,m,55,8685.0
Laikipia,2022,m,60,5394.0
Laikipia,2022,m,65,3658.0
Laikipia,2022,m,70,2736.0
Laikipia,2022,m,75,1624.0
Laikipia,2022,m,80,765.0
Laikipia,2022,m,85,361.0
Laikipia,2022,m,90,200.0
Lamu,2022,f,00,2280.0
Lamu,2022,f,01,8833.0
Lamu,2022,f,05,10709.0
Lamu,2022,f,10,10389.0
Lamu,2022,f,15,8980.0
Lamu,2022,f,20,7094.0
Lamu,2022,f,25,5860.0
Lamu,2022,f,30,5391.0
Lamu,2022,f,35,4638.0
Lamu,2022,f,40,3960.0
Lamu,2022,f,45,3308.0
Lamu,2022,f,50,2612.0
Lamu,2022,f,55,2209.0
Lamu,2022,f,60,1648.0
Lamu,2022,f,65,1072.0
Lamu,2022,f,70,665.0
Lamu,2022,f,75,360.0
Lamu,2022,f,80,205.0
Lamu,2022,f,85,119.0
Lamu,2022,f,90,100.0
Lamu,2022,m,00,2409.0
Lamu,2022,m,01,9326.0
Lamu,2022,m,05,11061.0
Lamu,2022,m,10,10797.0
Lamu,2022,m,15,9545.0
Lamu,2022,m,20,8858.0
Lamu,2022,m,25,7812.0
Lamu,2022,m,30,6779.0
Lamu,2022,m,35,5583.0
Lamu,2022,m,40,4769.0
Lamu,2022,m,45,4019.0
Lamu,2022,m,50,3149.0
Lamu,2022,m,55,2419.0
Lamu,2022,m,60,1695.0
Lamu,2022,m,65,1100.0
Lamu,2022,m,70,727.0
Lamu,2022,m,75,389.0
Lamu,2022,m,80,168.0
Lamu,2022,m,85,76.0
Lamu,2022,m,90,43.0
Machakos,2022,f,00,17922.0
Machakos,2022,f,01,69433.0
Machakos,2022,f,05,82858.0
Machakos,2022,f,10,89655.0
Machakos,2022,f,15,85362.0
Machakos,2022,f,20,79660.0
Machakos,2022,f,25,70311.0
Machakos,2022,f,30,64678.0
Machakos,2022,f,35,61006.0
Machakos,2022,f,40,48399.0
Machakos,2022,f,45,37766.0
Machakos,2022,f,50,30828.0
Machakos,2022,f,55,24789.0
Machakos,2022,f,60,19315.0
Machakos,2022,f,65,13720.0
Machakos,2022,f,70,8077.0
Machakos,2022,f,75,5813.0
Machakos,2022,f,80,4538.0
Machakos,2022,f,85,2752.0
Machakos,2022,f,90,1662.0
Machakos,2022,m,00,18353.0
Machakos,2022,m,01,71063.0
Machakos,2022,m,05,85403.0
Machakos,2022,m,10,90089.0
Machakos,2022,m,15,84853.0
Machakos,2022,m,20,81418.0
Machakos,2022,m,25,72764.0
Machakos,2022,m,30,69480.0
Machakos,2022,m,35,64226.0
Machakos,2022,m,40,50915.0
Machakos,2022,m,45,41250.0
Machakos,2022,m,50,31289.0
Machakos,2022,m,55,24537.0
Machakos,2022,m,60,18469.0
Machakos,2022,m,65,11111.0
Machakos,2022,m,70,6563.0
Machakos,2022,m,75,3473.0
Machakos,2022,m,80,2028.0
Machakos,2022,m,85,1324.0
Machakos,2022,m,90,867.0
Makueni,2022,f,00,10391.0
Makueni,2022,f,01,40256.0
Makueni,2022,f,05,55460.0
Makueni,2022,f,10,68020.0
Makueni,2022,f,15,64099.0
Makueni,2022,f,20,39778.0
Makueni,2022,f,25,33349.0
Makueni,2022,f,30,33620.0
Makueni,2022,f,35,32634.0
Makueni,2022,f,40,27698.0
Makueni,2022,f,45,27258.0
Makueni,2022,f,50,20350.0
Makueni,2022,f,55,17008.0
Makueni,2022,f,60,14482.0
Makueni,2022,f,65,11307.0
Makueni,2022,f,70,6947.0
Makueni,2022,f,75,4812.0
Makueni,2022,f,80,3766.0
Makueni,2022,f,85,2362.0
Makueni,2022,f,90,1412.0
Makueni,2022,m,00,10684.0
Makueni,2022,m,01,41369.0
Makueni,2022,m,05,57340.0
Makueni,2022,m,10,68673.0
Makueni,2022,m,15,66895.0
Makueni,2022,m,20,45349.0
Makueni,2022,m,25,34698.0
Makueni,2022,m,30,33687.0
Makueni,2022,m,35,32070.0
Makueni,2022,m,40,26920.0
Makueni,2022,m,45,24378.0
Makueni,2022,m,50,19112.0
Makueni,2022,m,55,15125.0
Makueni,2022,m,60,12303.0
Makueni,2022,m,65,8592.0
Makueni,2022,m,70,5436.0
Makueni,2022,m,75,3037.0
Makueni,2022,m,80,1787.0
Makueni,2022,m,85,1142.0
Makueni,2022,m,90,774.0
Mandera,2022,f,00,19897.0
Mandera,2022,f,01,77067.0
Mandera,2022,f,05,92541.0
Mandera,2022,f,10,75646.0
Mandera,2022,f,15,57204.0
Mandera,2022,f,20,39999.0
Mandera,2022,f,25,30420.0
Mandera,2022,f,30,23280.0
Mandera,2022,f,35,18426.0
Mandera,2022,f,40,14403.0
Mandera,2022,f,45,7801.0
Mandera,2022,f,50,6789.0
Mandera,2022,f,55,3783.0
Mandera,2022,f,60,3416.0
Mandera,2022,f,65,1485.0
Mandera,2022,f,70,1371.0
Mandera,2022,f,75,540.0
Mandera,2022,f,80,317.0
Mandera,2022,f,85,362.0
Mandera,2022,f,90,470.0
Mandera,2022,m,00,17238.0
Mandera,2022,m,01,66724.0
Mandera,2022,m,05,84118.0
Mandera,2022,m,10,82643.0
Mandera,2022,m,15,65684.0
Mandera,2022,m,20,41527.0
Mandera,2022,m,25,29572.0
Mandera,2022,m,30,24581.0
Mandera,2022,m,35,16759.0
Mandera,2022,m,40,16499.0
Mandera,2022,m,45,9521.0
Mandera,2022,m,50,9039.0
Mandera,2022,m,55,4915.0
Mandera,2022,m,60,4784.0
Mandera,2022,m,65,2048.0
Mandera,2022,m,70,1713.0
Mandera,2022,m,75,872.0
Mandera,2022,m,80,458.0
Mandera,2022,m,85,359.0
Mandera,2022,m,90,310.0
Marsabit,2022,f,00,8558.0
Marsabit,2022,f,01,33155.0
Marsabit,2022,f,05,43572.0
Marsabit,2022,f,10,39600.0
Marsabit,2022,f,15,31795.0
Marsabit,2022,f,20,24398.0
Marsabit,2022,f,25,19100.0
Marsabit,2022,f,30,14925.0
Marsabit,2022,f,35,10795.0
Marsabit,2022,f,40,8744.0
Marsabit,2022,f,45,6965.0
Marsabit,2022,f,50,6530.0
Marsabit,2022,f,55,4354.0
Marsabit,2022,f,60,3668.0
Marsabit,2022,f,65,2061.0
Marsabit,2022,f,70,1844.0
Marsabit,2022,f,75,811.0
Marsabit,2022,f,80,494.0
Marsabit,2022,f,85,483.0
Marsabit,2022,f,90,537.0
Marsabit,2022,m,00,8908.0
Marsabit,2022,m,01,34491.0
Marsabit,2022,m,05,45201.0
Marsabit,2022,m,10,44283.0
Marsabit,2022,m,15,39977.0
Marsabit,2022,m,20,29501.0
Marsabit,2022,m,25,23241.0
Marsabit,2022,m,30,18418.0
Marsabit,2022,m,35,12922.0
Marsabit,2022,m,40,11150.0
Marsabit,2022,m,45,7729.0
Marsabit,2022,m,50,7320.0
Marsabit,2022,m,55,4673.0
Marsabit,2022,m,60,4053.0
Marsabit,2022,m,65,2116.0
Marsabit,2022,m,70,2074.0
Marsabit,2022,m,75,923.0
Marsabit,2022,m,80,472.0
Marsabit,2022,m,85,426.0
Marsabit,2022,m,90,394.0
Meru,2022,f,00,18550.0
Meru,2022,f,01,71868.0
Meru,2022,f,05,88420.0
Meru,2022,f,10,98226.0
Meru,2022,f,15,91358.0
Meru,2022,f,20,69502.0
Meru,2022,f,25,57377.0
Meru,2022,f,30,58882.0
Meru,2022,f,35,58593.0
Meru,2022,f,40,45230.0
Meru,2022,f,45,39581.0
Meru,2022,f,50,28873.0
Meru,2022,f,55,25830.0
Meru,2022,f,60,18954.0
Meru,2022,f,65,13785.0
Meru,2022,f,70,9848.0
Meru,2022,f,75,5725.0
Meru,2022,f,80,4215.0
Meru,2022,f,85,2963.0
Meru,2022,f,90,1887.0
Meru,2022,m,00,18766.0
Meru,2022,m,01,72659.0
Meru,2022,m,05,89605.0
Meru,2022,m,10,97494.0
Meru,2022,m,15,86487.0
Meru,2022,m,20,71380.0
Meru,2022,m,25,59815.0
Meru,2022,m,30,60636.0
Meru,2022,m,35,60795.0
Meru,2022,m,40,48742.0
Meru,2022,m,45,38831.0
Meru,2022,m,50,29438.0
Meru,2022,m,55,24375.0
Meru,2022,m,60,16996.0
Meru,2022,m,65,11722.0
Meru,2022,m,70,7908.0
Meru,2022,m,75,4357.0
Meru,2022,m,80,2304.0
Meru,2022,m,85,1287.0
Meru,2022,m,90,776.0
Migori,2022,f,00,19243.0
Migori,2022,f,01,74539.0
Migori,2022,f,05,94854.0
Migori,2022,f,10,98665.0
Migori,2022,f,15,80323.0
Migori,2022,f,20,62042.0
Migori,2022,f,25,48175.0
Migori,2022,f,30,41953.0
Migori,2022,f,35,28640.0
Migori,2022,f,40,24268.0
Migori,2022,f,45,20425.0
Migori,2022,f,50,16098.0
Migori,2022,f,55,13892.0
Migori,2022,f,60,10677.0
Migori,2022,f,65,7277.0
Migori,2022,f,70,4493.0
Migori,2022,f,75,3113.0
Migori,2022,f,80,1959.0
Migori,2022,f,85,1001.0
Migori,2022,f,90,633.0
Migori,2022,m,00,19095.0
Migori,2022,m,01,73922.0
Migori,2022,m,05,94222.0
Migori,2022,m,10,96501.0
Migori,2022,m,15,76214.0
Migori,2022,m,20,53407.0
Migori,2022,m,25,41088.0
Migori,2022,m,30,37073.0
Migori,2022,m,35,30434.0
Migori,2022,m,40,23661.0
Migori,2022,m,45,17694.0
Migori,2022,m,50,13107.0
Migori,2022,m,55,10456.0
Migori,2022,m,60,7868.0
Migori,2022,m,65,5019.0
Migori,2022,m,70,3298.0
Migori,2022,m,75,1925.0
Migori,2022,m,80,988.0
Migori,2022,m,85,528.0
Migori,2022,m,90,338.0
Mombasa,2022,f,00,17337.0
Mombasa,2022,f,01,67166.0
Mombasa,2022,f,05,71957.0
Mombasa,2022,f,10,63741.0
Mombasa,2022,f,15,63306.0
Mombasa,2022,f,20,84739.0
Mombasa,2022,f,25,80307.0
Mombasa,2022,f,30,64432.0
Mombasa,2022,f,35,52280.0
Mombasa,2022,f,40,37637.0
Mombasa,2022,f,45,26269.0
Mombasa,2022,f,50,18000.0
Mombasa,2022,f,55,12129.0
Mombasa,2022,f,60,7992.0
Mombasa,2022,f,65,4665.0
Mombasa,2022,f,70,2561.0
Mombasa,2022,f,75,1433.0
Mombasa,2022,f,80,802.0
Mombasa,2022,f,85,415.0
Mombasa,2022,f,90,289.0
Mombasa,2022,m,00,17780.0
Mombasa,2022,m,01,68845.0
Mombasa,2022,m,05,71098.0
Mombasa,2022,m,10,61557.0
Mombasa,2022,m,15,54360.0
Mombasa,2022,m,20,75805.0
Mombasa,2022,m,25,80438.0
Mombasa,2022,m,30,70614.0
Mombasa,2022,m,35,58747.0
Mombasa,2022,m,40,46963.0
Mombasa,2022,m,45,36142.0
Mombasa,2022,m,50,25323.0
Mombasa,2022,m,55,16340.0
Mombasa,2022,m,60,9161.0
Mombasa,2022,m,65,4796.0
Mombasa,2022,m,70,2462.0
Mombasa,2022,m,75,1222.0
Mombasa,2022,m,80,461.0
Mombasa,2022,m,85,176.0
Mombasa,2022,m,90,92.0
Murang'a,2022,f,00,11704.0
Murang'a,2022,f,01,45343.0
Murang'a,2022,f,05,56197.0
Murang'a,2022,f,10,57367.0
Murang'a,2022,f,15,53674.0
Murang'a,2022,f,20,37693.0
Murang'a,2022,f,25,32646.0
Murang'a,2022,f,30,34671.0
Murang'a,2022,f,35,38816.0
Murang'a,2022,f,40,33379.0
Murang'a,2022,f,45,31207.0
Murang'a,2022,f,50,28475.0
Murang'a,2022,f,55,23708.0
Murang'a,2022,f,60,15864.0
Murang'a,2022,f,65,12939.0
Murang'a,2022,f,70,9368.0
Murang'a,2022,f,75,7565.0
Murang'a,2022,f,80,5459.0
Murang'a,2022,f,85,2746.0
Murang'a,2022,f,90,1321.0
Murang'a,2022,m,00,11958.0
Murang'a,2022,m,01,46301.0
Murang'a,2022,m,05,57177.0
Murang'a,2022,m,10,58717.0
Murang'a,2022,m,15,56945.0
Murang'a,2022,m,20,41121.0
Murang'a,2022,m,25,32989.0
Murang'a,2022,m,30,36654.0
Murang'a,2022,m,35,38617.0
Murang'a,2022,m,40,33874.0
Murang'a,2022,m,45,30313.0
Murang'a,2022,m,50,25806.0
Murang'a,2022,m,55,21453.0
Murang'a,2022,m,60,14185.0
Murang'a,2022,m,65,10896.0
Murang'a,2022,m,70,8182.0
Murang'a,2022,m,75,4650.0
Murang'a,2022,m,80,2310.0
Murang'a,2022,m,85,1162.0
Murang'a,2022,m,90,617.0
Nairobi,2022,f,00,66647.0
Nairobi,2022,f,01,258205.0
Nairobi,2022,f,05,258374.0
Nairobi,2022,f,10,228474.0
Nairobi,2022,f,15,246243.0
Nairobi,2022,f,20,373205.0
Nairobi,2022,f,25,354625.0
Nairobi,2022,f,30,278356.0
Nairobi,2022,f,35,219792.0
Nairobi,2022,f,40,145166.0
Nairobi,2022,f,45,97542.0
Nairobi,2022,f,50,68269.0
Nairobi,2022,f,55,40740.0
Nairobi,2022,f,60,22342.0
Nairobi,2022,f,65,12327.0
Nairobi,2022,f,70,6615.0
Nairobi,2022,f,75,3891.0
Nairobi,2022,f,80,2266.0
Nairobi,2022,f,85,1148.0
Nairobi,2022,f,90,731.0
Nairobi,2022,m,00,67920.0
Nairobi,2022,m,01,262983.0
Nairobi,2022,m,05,256070.0
Nairobi,2022,m,10,215394.0
Nairobi,2022,m,15,195670.0
Nairobi,2022,m,20,313652.0
Nairobi,2022,m,25,346007.0
Nairobi,2022,m,30,306571.0
Nairobi,2022,m,35,243155.0
Nairobi,2022,m,40,174452.0
Nairobi,2022,m,45,126890.0
Nairobi,2022,m,50,90134.0
Nairobi,2022,m,55,56075.0
Nairobi,2022,m,60,27910.0
Nairobi,2022,m,65,13833.0
Nairobi,2022,m,70,7137.0
Nairobi,2022,m,75,3222.0
Nairobi,2022,m,80,1254.0
Nairobi,2022,m,85,519.0
Nairobi,2022,m,90,275.0
Nakuru,2022,f,00,32554.0
Nakuru,2022,f,01,126124.0
Nakuru,2022,f,05,148096.0
Nakuru,2022,f,10,152097.0
Nakuru,2022,f,15,140334.0
Nakuru,2022,f,20,123640.0
Nakuru,2022,f,25,105115.0
Nakuru,2022,f,30,95764.0
Nakuru,2022,f,35,81513.0
Nakuru,2022,f,40,62820.0
Nakuru,2022,f,45,52940.0
Nakuru,2022,f,50,42155.0
Nakuru,2022,f,55,30703.0
Nakuru,2022,f,60,19294.0
Nakuru,2022,f,65,13031.0
Nakuru,2022,f,70,8388.0
Nakuru,2022,f,75,6246.0
Nakuru,2022,f,80,4035.0
Nakuru,2022,f,85,1944.0
Nakuru,2022,f,90,1078.0
Nakuru,2022,m,00,33404.0
Nakuru,2022,m,01,129338.0
Nakuru,2022,m,05,151734.0
Nakuru,2022,m,10,152223.0
Nakuru,2022,m,15,138984.0
Nakuru,2022,m,20,125078.0
Nakuru,2022,m,25,100994.0
Nakuru,2022,m,30,94738.0
Nakuru,2022,m,35,83257.0
Nakuru,2022,m,40,66843.0
Nakuru,2022,m,45,54708.0
Nakuru,2022,m,50,41858.0
Nakuru,2022,m,55,30331.0
Nakuru,2022,m,60,18341.0
Nakuru,2022,m,65,12154.0
Nakuru,2022,m,70,7870.0
Nakuru,2022,m,75,4375.0
Nakuru,2022,m,80,2123.0
Nakuru,2022,m,85,1035.0
Nakuru,2022,m,90,570.0
Nandi,2022,f,00,11813.0
Nandi,2022,f,01,45768.0
Nandi,2022,f,05,59977.0
Nandi,2022,f,10,64860.0
Nandi,2022,f,15,60097.0
Nandi,2022,f,20,43969.0
Nandi,2022,f,25,35974.0
Nandi,2022,f,30,34440.0
Nandi,2022,f,35,25359.0
Nandi,2022,f,40,22370.0
Nandi,2022,f,45,19743.0
Nandi,2022,f,50,15364.0
Nandi,2022,f,55,12544.0
Nandi,2022,f,60,8531.0
Nandi,2022,f,65,6032.0
Nandi,2022,f,70,3600.0
Nandi,2022,f,75,2805.0
Nandi,2022,f,80,1920.0
Nandi,2022,f,85,935.0
Nandi,2022,f,90,522.0
Nandi,2022,m,00,12009.0
Nandi,2022,m,01,46497.0
Nandi,2022,m,05,60978.0
Nandi,2022,m,10,65257.0
Nandi,2022,m,15,59962.0
Nandi,2022,m,20,44312.0
Nandi,2022,m,25,33926.0
Nandi,2022,m,30,33238.0
Nandi,2022,m,35,28474.0
Nandi,2022,m,40,23641.0
Nandi,2022,m,45,19730.0
Nandi,2022,m,50,14530.0
Nandi,2022,m,55,11644.0
Nandi,2022,m,60,8154.0
Nandi,2022,m,65,5212.0
Nandi,2022,m,70,3326.0
Nandi,2022,m,75,2292.0
Nandi,2022,m,80,1211.0
Nandi,2022,m,85,554.0
Nandi,2022,m,90,284.0
Narok,2022,f,00,23334.0
Narok,2022,f,01,90402.0
Narok,2022,f,05,114554.0
Narok,2022,f,10,103222.0
Narok,2022,f,15,76397.0
Narok,2022,f,20,63521.0
Narok,2022,f,25,51653.0
Narok,2022,f,30,43154.0
Narok,2022,f,35,30871.0
Narok,2022,f,40,26308.0
Narok,2022,f,45,22058.0
Narok,2022,f,50,16409.0
Narok,2022,f,55,12448.0
Narok,2022,f,60,8922.0
Narok,2022,f,65,5076.0
Narok,2022,f,70,3597.0
Narok,2022,f,75,2212.0
Narok,2022,f,80,1434.0
Narok,2022,f,85,901.0
Narok,2022,f,90,620.0
Narok,2022,m,00,23717.0
Narok,2022,m,01,91830.0
Narok,2022,m,05,117147.0
Narok,2022,m,10,104836.0
Narok,2022,m,15,79204.0
Narok,2022,m,20,59833.0
Narok,2022,m,25,47679.0
